X,Y,Z,Acceleration,Heading,Timestamp
-0.171,1.065,10.144951,10.202131938656253,,244716065623199
,,,,76.55002131164574,244716065623199
-0.50895,1.1149501,10.07295,10.147239843446576,,244716084681362
,,,,76.7370523816882,244716084681362
-0.45600003,1.1340001,10.39095,10.46258746148199,,244716103739531
,,,,76.78570381914619,244716103739531
-0.432,1.21605,10.450951,10.530326282050586,,244716122797788
,,,,76.79917978237863,244716122797788
-0.48000002,1.30005,10.16895,10.262946907376692,,244716141855882
,,,,76.8537598240362,244716141855882
-0.41295,1.24905,10.06095,10.146593967466373,,244716160914096
,,,,76.92782639539583,244716160914096
-0.37905002,1.1580001,10.153951,10.226796006931146,,244716179972290
,,,,77.00601157082495,244716179972290
-0.43695003,1.1220001,10.18305,10.253990327036258,,244716199030449
,,,,77.07729142500321,244716199030449
-0.48495004,1.0890001,10.056001,10.126413505692984,,244716218088827
,,,,77.13044395712426,244716218088827
-0.38595003,1.0339501,9.891001,9.95238181892299,,244716237146969
,,,,77.17300969603177,244716237146969
-0.26700002,1.005,9.711,9.766516365569933,,244716256205127
,,,,77.2096263401722,244716256205127
-0.17295001,1.008,9.661051,9.71503340624584,,244716275263266
,,,,77.25578475858316,244716275263266
-0.102000006,0.94005007,9.60795,9.65436701022724,,244716294321459
,,,,77.32753589581414,244716294321459
-0.12105001,0.93600005,9.60105,9.647326843336861,,244716313379673
,,,,77.4180359023168,244716313379673
-0.19005,0.92595005,9.56295,9.60955324085202,,244716332437834
,,,,77.51611058860902,244716332437834
-0.26895002,0.95205003,9.5130005,9.564304156678878,,244716351495969
,,,,77.61402818055032,244716351495969
-0.279,0.97905004,9.486,9.540470453654304,,244716370554118
,,,,77.69241826165457,244716370554118
-0.19695,1.02195,9.460051,9.51712780941407,,244716389612291
,,,,77.74361735967298,244716389612291
-0.14205001,1.1080501,9.514951,9.580304891875262,,244716408670397
,,,,77.803197099803,244716408670397
-0.123,1.09095,9.663,9.725166974436174,,244716427728784
,,,,77.90197529557972,244716427728784
-0.20895001,1.04295,9.793051,9.850647462584828,,244716446786944
,,,,78.0345424371805,244716446786944
-0.372,1.029,9.847951,9.908550199975256,,244716465845065
,,,,78.16176837085033,244716465845065
