4.0 -2.0,UCDWireless a0:b4:39:33:32:62 -84 eduroam a0:b4:39:28:87:81 -79 UCDWireless a0:b4:39:44:e8:82 -78 eduroam a0:b4:39:44:e8:81 -79 UCDWireless a0:b4:39:37:2f:82 -77 eduroam 68:3b:78:49:f4:61 -84 UCDWireless 68:3b:78:49:f4:62 -84 eduroam a0:b4:39:0a:d5:81 -81 UCDWireless a0:b4:39:33:3a:cd -94 eduroam a0:b4:39:33:3a:ce -92 eduroam 1c:d1:e0:cc:ec:41 -74 eduroam 6c:8d:77:f9:99:2e -59 DIRECT-0e-HPM181LaserJet b2:52:16:91:ae:0e -74 UCDWireless a0:b4:39:28:1f:62 -79 eduroam a0:b4:39:28:1f:61 -79 eduroam a0:b4:39:16:07:81 -81 eduroam a0:b4:39:37:31:e1 -71 eduroam a0:b4:39:37:20:61 -78 UCDWireless a0:b4:39:37:31:e2 -70 DIRECT-5E-HPPageWidePro477dw fe:3f:db:d0:78:5e -70 eduroam 68:3b:78:49:f7:ae -76 UCDWireless 68:3b:78:49:f7:ad -77 UCDWireless a0:b4:39:33:3a:c2 -88 UCDWireless a0:b4:39:33:32:c2 -75 eduroam a0:b4:39:54:90:a1 -86 eduroam a0:b4:39:54:95:a1 -78 UCDWireless a0:b4:39:33:32:cd -73 eduroam a0:b4:39:33:32:ce -73 
3.0 -2.0,UCDWireless a0:b4:39:37:2d:02 -73 UCDWireless a0:b4:39:37:2f:82 -77 eduroam a0:b4:39:37:2f:81 -78 UCDWireless a0:b4:39:0a:d5:82 -78 eduroam a0:b4:39:0a:d5:81 -81 eduroam 78:f1:c6:3e:41:81 -86 eduroam 1c:d1:e0:cc:ec:41 -74 UCDWireless 1c:d1:e0:cc:ec:42 -73 eduroam 6c:8d:77:f9:99:2e -60 DIRECT-0e-HPM181LaserJet b2:52:16:91:ae:0e -78 UCDWireless a0:b4:39:16:07:82 -77 eduroam a0:b4:39:37:31:e1 -72 eduroam a0:b4:39:37:20:61 -80 UCDWireless a0:b4:39:37:31:e2 -73 DIRECT-5E-HPPageWidePro477dw fe:3f:db:d0:78:5e -75 eduroam 68:3b:78:49:f7:ae -75 UCDWireless 68:3b:78:49:f7:ad -76 eduroam 68:3b:78:49:f7:a1 -73 eduroam 78:f1:c6:3e:42:01 -74 UCDWireless 78:f1:c6:3e:42:02 -76 UCDWireless a0:b4:39:54:95:a2 -73 eduroam a0:b4:39:54:95:a1 -73 UCDWireless a0:b4:39:33:32:cd -70 eduroam a0:b4:39:33:32:ce -71 eduroam a0:b4:39:37:19:c1 -78 
2.0 -2.0,UCDWireless a0:b4:39:44:e8:82 -75 UCDWireless a0:b4:39:37:2d:02 -73 eduroam a0:b4:39:33:3a:ce -91 eduroam 6c:8d:77:f9:99:2e -64 eduroam a0:b4:39:28:1f:61 -78 eduroam a0:b4:39:16:07:81 -76 eduroam a0:b4:39:37:20:61 -79 DIRECT-5E-HPPageWidePro477dw fe:3f:db:d0:78:5e -76 eduroam 68:3b:78:49:f7:ae -72 UCDWireless 68:3b:78:49:f7:ad -72 UCDWireless 68:3b:78:49:f7:a2 -75 eduroam 68:3b:78:49:f7:a1 -74 eduroam a0:b4:39:33:32:c1 -78 eduroam a0:b4:39:54:95:a1 -74 UCDWireless a0:b4:39:33:32:cd -75 eduroam a0:b4:39:33:32:ce -75 eduroam a0:b4:39:37:19:c1 -84 UCDWireless a0:b4:39:37:19:c2 -84 
1.0 -2.0,UCDWireless a0:b4:39:44:e8:82 -77 UCDWireless a0:b4:39:19:d1:22 -86 UCDWireless a0:b4:39:37:2d:02 -77 eduroam a0:b4:39:33:34:4e -94 UCDWireless a0:b4:39:33:34:4d -94 DIRECT-0e-HPM181LaserJet b2:52:16:91:ae:0e -82 eduroam a0:b4:39:37:31:e1 -77 DIRECT-5E-HPPageWidePro477dw fe:3f:db:d0:78:5e -78 eduroam 68:3b:78:49:f7:ae -73 UCDWireless 68:3b:78:49:f7:ad -74 eduroam 68:3b:78:49:f7:a1 -76 UCDWireless a0:b4:39:33:32:cd -76 eduroam a0:b4:39:33:32:ce -76 
0.0 -2.0,UCDWireless a0:b4:39:33:32:62 -80 UCDWireless a0:b4:39:28:87:82 -73 eduroam a0:b4:39:44:e8:81 -77 eduroam a0:b4:39:37:2d:01 -77 UCDWireless a0:b4:39:37:2f:82 -77 eduroam a0:b4:39:37:2f:81 -77 UCDWireless a0:b4:39:0a:d5:82 -80 eduroam 6c:8d:77:f9:99:2e -65 UCDWireless a0:b4:39:16:07:82 -71 eduroam a0:b4:39:16:07:81 -72 eduroam a0:b4:39:37:31:e1 -69 eduroam a0:b4:39:37:20:61 -76 UCDWireless a0:b4:39:37:31:e2 -68 UCDWireless a0:b4:39:37:20:62 -78 DIRECT-5E-HPPageWidePro477dw fe:3f:db:d0:78:5e -76 eduroam 68:3b:78:49:f7:ae -69 UCDWireless 68:3b:78:49:f7:ad -69 eduroam 78:f1:c6:3e:42:01 -73 UCDWireless 78:f1:c6:3e:42:02 -73 UCDWireless a0:b4:39:33:32:cd -75 eduroam a0:b4:39:33:32:ce -74 
0.0 -3.0,eduroam a0:b4:39:44:e8:81 -72 eduroam 1c:d1:e0:cc:ec:41 -82 eduroam 6c:8d:77:f9:99:2e -70 eduroam a0:b4:39:28:1f:61 -78 UCDWireless a0:b4:39:16:07:82 -73 eduroam a0:b4:39:16:07:81 -72 eduroam a0:b4:39:37:31:e1 -75 UCDWireless a0:b4:39:37:31:e2 -72 UCDWireless a0:b4:39:37:20:62 -75 eduroam 68:3b:78:49:f7:ae -75 UCDWireless 68:3b:78:49:f7:ad -75 UCDWireless a0:b4:39:54:90:a2 -89 eduroam a0:b4:39:33:32:c1 -78 UCDWireless a0:b4:39:33:32:c2 -79 UCDWireless 78:f1:c6:3e:42:02 -78 UCDWireless 3c:51:0e:e6:31:82 -84 UCDWireless a0:b4:39:33:32:cd -76 eduroam a0:b4:39:33:32:ce -76 
1.0 -3.0,UCDWireless a0:b4:39:28:87:82 -75 eduroam a0:b4:39:28:87:81 -72 eduroam a0:b4:39:54:a5:e1 -83 eduroam a0:b4:39:37:2d:01 -75 eduroam a0:b4:39:37:2f:81 -74 eduroam a0:b4:39:33:34:4e -91 UCDWireless a0:b4:39:33:34:4d -94 eduroam dc:8c:37:97:c5:e1 -79 UCDWireless 1c:d1:e0:cc:ec:42 -79 eduroam 6c:8d:77:f9:99:2e -64 UCDWireless a0:b4:39:28:1f:62 -80 eduroam a0:b4:39:28:1f:61 -77 eduroam a0:b4:39:37:31:e1 -74 eduroam a0:b4:39:37:20:61 -78 UCDWireless a0:b4:39:37:20:62 -76 DIRECT-5E-HPPageWidePro477dw fe:3f:db:d0:78:5e -80 eduroam 68:3b:78:49:f7:ae -74 UCDWireless 68:3b:78:49:f7:ad -74 eduroam 68:3b:78:49:f7:a1 -76 UCDWireless a0:b4:39:33:32:c2 -79 UCDWireless a0:b4:39:33:32:cd -80 eduroam a0:b4:39:33:32:ce -79 
2.0 -3.0,UCDWireless a0:b4:39:33:32:62 -82 UCDWireless a0:b4:39:37:2d:02 -76 eduroam a0:b4:39:0a:d5:81 -75 eduroam 1c:d1:e0:cc:ec:41 -69 eduroam a0:b4:39:28:1f:61 -85 eduroam a0:b4:39:16:07:81 -72 UCDWireless 78:f1:c6:3e:41:82 -81 eduroam a0:b4:39:37:31:e1 -71 eduroam a0:b4:39:37:20:61 -80 UCDWireless a0:b4:39:37:31:e2 -71 eduroam 68:3b:78:49:f7:ae -70 UCDWireless 68:3b:78:49:f7:ad -70 eduroam 78:f1:c6:3e:42:01 -73 UCDWireless 78:f1:c6:3e:42:02 -74 UCDWireless a0:b4:39:54:95:a2 -77 eduroam a0:b4:39:54:95:a1 -76 UCDWireless a0:b4:39:33:32:cd -74 eduroam a0:b4:39:33:32:ce -73 
3.0 -3.0,eduroam a0:b4:39:54:a5:e1 -87 eduroam 68:3b:78:49:f4:61 -81 eduroam a0:b4:39:0a:d5:81 -81 eduroam 78:f1:c6:3e:41:81 -81 eduroam 1c:d1:e0:cc:ec:41 -71 UCDWireless 1c:d1:e0:cc:ec:42 -71 eduroam a0:b4:39:16:07:81 -72 eduroam a0:b4:39:37:31:e1 -73 UCDWireless a0:b4:39:37:20:62 -75 eduroam 68:3b:78:49:f7:ae -74 UCDWireless 68:3b:78:49:f7:ad -74 UCDWireless 78:f1:c6:3e:42:02 -76 UCDWireless a0:b4:39:33:32:cd -74 eduroam a0:b4:39:33:32:ce -74 eduroam a0:b4:39:37:19:c1 -85 UCDWireless a0:b4:39:37:19:c2 -83 
4.0 -3.0,eduroam 6c:8d:77:f9:99:2e -50 eduroam a0:b4:39:16:07:81 -71 eduroam a0:b4:39:37:31:e1 -74 UCDWireless a0:b4:39:37:31:e2 -74 DIRECT-5E-HPPageWidePro477dw fe:3f:db:d0:78:5e -74 eduroam 68:3b:78:49:f7:ae -78 UCDWireless 68:3b:78:49:f7:ad -77 eduroam a0:b4:39:33:32:c1 -78 UCDWireless a0:b4:39:33:32:c2 -78 UCDWireless a0:b4:39:33:32:cd -76 eduroam a0:b4:39:33:32:ce -76 
